,title,url,org,top_topic,flesch,gunning_fog
3411,Hillary Clinton and Bernie Sanders Ads Diverge on Road to Caucuses,http://www.nytimes.com/2016/01/22/us/politics/hillary-clinton-and-bernie-sanders-ads-diverge-on-road-to-caucuses.html,nyt,Foreign Policy/National Security,8.0,8.0
3416,Hillary Clinton and Ted Cruz are making the Supreme Court a campaign issue,http://www.latimes.com/la-ol-supremecourt-clinton-cruz-20160111-story.html,latimes,Abortion,11.9,10.8
3423,"Hillary Clinton, Bernie Sanders, Wall Street, and America 2.0x",http://www.huffingtonpost.com/charles-ferguson/hillary-clinton-bernie-sa_b_9172128.html,huffpo,Financial Regulation,9.9,8.8
3426,Hillary Clinton campaign chairman tells super PAC to 'chill out',http://www.latimes.com/la-na-hillary-clinton-super-pac-20160117-story.html,latimes,Campaign Finance,10.7,9.6
3428,Hillary Clinton camp attacks Bernie Sanders' consistency,http://www.cnn.com/2016/01/22/politics/hillary-clinton-bernie-sanders-flip-flops/index.html,cnn,Foreign Policy/National Security,12.3,12.4
3429,Hillary Clinton comes out against deportation raids in break with Obama,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/G1KO2gCi0fI/hillary-clinton-comes-out-against-deportation-raids-in-break-with-obama.html,fox,Immigration,9.5,8.4
3430,Hillary Clinton confronts her 43 percent problem,http://www.politico.com/story/2016/01/hillary-clinton-43-percent-problem-218405,politico,Financial Regulation,10.3,11.6
3435,Hillary Clinton faces one problem she didn't expect: Money,http://www.latimes.com/la-na-clinton-money-20160218-story.html,latimes,Campaign Finance,10.3,10.4
3439,Hillary Clinton hopes for strong Latino turnout in Nevada,http://www.cnn.com/2016/02/20/politics/nevada-caucus-democrats-2016/index.html,cnn,Immigration,13.0,12.0
3442,Hillary Clinton Is Botching Her Best Chance To Win,http://www.huffingtonpost.com/2016/01/14/hillary-clinton-is-botching-this_n_8987930.html,huffpo,Health Care,8.0,8.0
3447,Hillary Clinton Just Won The Nevada Caucus,http://www.huffingtonpost.com/2016/02/19/hillary-clinton-nevada-caucus_n_9283132.html,huffpo,Immigration,11.5,10.4
3451,Hillary Clinton Launches Push to Iowa Caucuses Warning of GOP President,http://blogs.wsj.com/washwire/2016/01/04/hillary-clinton-launches-push-to-iowa-caucuses-warning-of-gop-president/,wsj,Health Care,9.1,9.2
3457,Hillary Clinton Opposes Immigration Raids; Backs ‘Due Process’ for Undocumented Children,http://blogs.wsj.com/washwire/2016/01/12/hillary-clinton-opposes-immigration-raids-backs-due-process-for-undocumented-children/,wsj,Immigration,8.4,8.4
3460,Hillary Clinton Pledges To Take On Immigration Reform In First 100 Days,http://www.huffingtonpost.com/2016/02/18/hillary-clinton-nevada-immigration_n_9270324.html,huffpo,Immigration,10.3,9.2
3462,"Hillary Clinton Raises Her Voice, and a Debate Over Speech and Sexism Rages",http://www.nytimes.com/2016/02/05/us/politics/hillary-clinton-speeches-sexism.html,nyt,Financial Regulation,8.4,8.4
3464,Hillary Clinton reveals her plan to revise--not repeal or replace--Obamacare,http://www.latimes.com/la-fi-mh-hillary-clinton-reveals-her-plan-obamacare-20160223-column.html,latimes,Health Care,13.1,10.8
3477,Hillary Clinton Sharpens Focus After Democratic Debate Tussles,http://www.nytimes.com/2016/02/13/us/politics/hillary-clinton-sharpens-focus-after-democratic-debate-tussles.html,nyt,Campaign Finance,7.6,7.6
3484,Hillary Clinton's problem: Too much prose.,http://www.latimes.com/la-oe-0207-mcmanus-clinton-poetry-prose-20160207-column.html,latimes,Campaign Finance,9.5,9.6
3489,Hillary Clinton Takes Issue With Sanders Remarks on ‘Establishment’ Liberal Groups,http://blogs.wsj.com/washwire/2016/01/20/hillary-clinton-takes-issue-with-sanders-remarks-on-establishment-liberal-groups/,wsj,Abortion,8.0,8.0
3491,Hillary Clinton thinks Obama on the Supreme Court is a 'great idea',http://www.politico.com/story/2016/01/clinton-obama-supreme-court-218259,politico,Abortion,10.3,12.8
3495,Hillary Clinton Tries to Show Softer Side in Iowa’s Final Days,http://blogs.wsj.com/washwire/2016/01/29/hillary-clinton-tries-to-show-softer-side-in-iowas-final-days/,wsj,Health Care,6.4,7.6
3496,"Hillary Clinton tweaks her 'safe, legal and rare' abortion mantra",http://www.latimes.com/la-ol-hillaryclinton-abortion-campaign-20160209-story.html,latimes,Abortion,10.7,10.8
3505,How Clinton is plotting to go after Trump,http://www.politico.com/story/2016/02/hillary-clinton-donald-trump-iowa-218510,politico,Campaign Finance,8.3,9.6
3521,"If Hillary Clinton Isn't Influenced by Wall Street Cash, Then Why Overturn Citizens United?",http://www.huffingtonpost.com/h-a-goodman/if-hillary-clinton-isnt-influenced-by-wall-street-cash_b_9165672.html,huffpo,Campaign Finance,11.9,10.8
3528,"In contentious debate, Clinton and Sanders both claim 'progressive' mantle",http://feeds.reuters.com/~r/reuters/MostRead/~3/rg2wBzFqM5s/story01.htm,reuters,Campaign Finance,11.1,10.0
3529,"In Democratic Debate, Clinton the Doer Battles Sanders the Dreamer",http://blogs.wsj.com/washwire/2016/02/05/in-democratic-debate-clinton-the-doer-battles-sanders-the-dreamer/,wsj,Foreign Policy/National Security,9.5,9.6
3530,"In Democratic Debate, Hillary Clinton Paints Bernie Sanders’s Plans as Unrealistic",http://www.nytimes.com/2016/02/12/us/politics/democratic-debate.html,nyt,Health Care,8.7,8.8
3535,"In New Ad, Bernie Sanders Hits Clinton on Wall Street Campaign Donations",http://blogs.wsj.com/washwire/2016/01/14/in-new-ad-bernie-sanders-hits-clinton-wall-street-campaign-donations/,wsj,Financial Regulation,7.6,7.6
3541,Insiders: Trump and Clinton will carry Iowa,http://www.politico.com/story/2016/02/insiders-trump-and-clinton-will-carry-iowa-218492,politico,Campaign Finance,8.7,10.0
3543,Inside the Clintons’ Plan to Defeat Donald Trump,http://www.nytimes.com/2016/03/01/us/politics/hillary-clinton-donald-trump-general-election.html,nyt,Campaign Finance,7.6,7.6
3544,"IN THE HOT SEAT: Sanders campaign accuses Clinton of flip-flopping, calls out her Wall Street connections",http://www.foxnews.com/politics/2016/02/07/sanders-pushes-clinton-to-defend-wall-street-contributions-speaking-fees.html,fox,Campaign Finance,10.7,10.8
3546,"Iowa caucuses show a three-man race for GOP, and bad news for Hillary Clinton",http://www.latimes.com/la-na-iowa-caucuses-takeaways-20160201-htmlstory.html,latimes,Campaign Finance,8.0,8.0
3553,Is Clinton really a victim of most negative campaign in Democratic history?,http://www.mcclatchydc.com/news/politics-government/election/article59130543.html,mcclatchy,Campaign Finance,8.7,8.8
3558,It's Already Looking Like Trump vs. Clinton In This Swing Virginia County,http://www.huffingtonpost.com/2016/02/29/donald-trump-hillary-clinton-virginia-county_n_9351090.html,huffpo,Health Care,9.1,9.2
3559,It was Clinton who required transcripts of her speeches,http://www.mcclatchydc.com/news/politics-government/election/article59010478.html,mcclatchy,Financial Regulation,10.3,10.4
3561,Jeb Bush Adds Fuel to the Clinton/Trump Conspiracy,http://www.huffingtonpost.com/gloria-noble/jeb-bush-adds-fuel-to-the_b_9034030.html,huffpo,Abortion,10.3,10.4
3566,Judge orders four more Hillary Clinton email releases,http://www.politico.com/blogs/under-the-radar/2016/02/judge-orders-four-more-clinton-email-releases-219134,politico,Campaign Finance,11.8,13.2
3568,Karl Rove Hits Hillary Clinton Over Wall Street Ties,http://www.huffingtonpost.com/2016/01/17/karl-rove-hillary-clinton-wall-st_n_9004116.html,huffpo,Campaign Finance,8.4,8.4
3570,Latino Lawmakers Throw Support Behind Hillary Clinton,http://www.huffingtonpost.com/2016/02/29/latino-lawmakers-endorse-hillary-clinton_n_9347240.html,huffpo,Immigration,8.4,7.2
3571,Latinos seek answers from Sanders and Clinton at Democratic forum in Las Vegas,http://www.latimes.com/la-na-0219-democrats-town-hall-nevada-20160219-story.html,latimes,Immigration,10.3,9.2
3580,Maddow Accuses Clinton Of 'Casting Aspersions' On Bernie Sanders' Character,http://www.huffingtonpost.com/2016/01/15/rachel-maddow-accuses-hillary-clinton-of-casting-aspersions-on-bernie-sanders-character_n_8994664.html,huffpo,Health Care,10.7,10.8
3587,"Marco Rubio: Nuke test latest evidence of failed leadership from Obama, Clinton",http://www.cnn.com/2016/01/06/politics/north-korea-bomb-test-2016-reaction/index.html,cnn,Foreign Policy/National Security,11.9,10.8
3598,"NARAL Endorses Hillary Clinton, After Backing Obama In 2008",http://www.huffingtonpost.com/2016/01/05/hillary-clinton-naral_n_8917474.html,huffpo,Abortion,12.3,10.0
3601,National poll: Sanders zooms into virtual tie with Clinton,http://www.politico.com/story/2016/02/national-poll-republicans-democrats-218807,politico,Foreign Policy/National Security,8.7,11.2
3606,New furor over Clinton emails,http://www.politico.com/tipsheets/the-2016-blast/2016/01/new-furor-over-clinton-emails-212440,politico,Campaign Finance,9.9,10.0
3609,"New Hampshire Women Chose Bernie Sanders in a Landslide, Not Hillary Clinton",http://www.huffingtonpost.com/h-a-goodman/new-hampshire-women-chose-bernie-sanders_b_9200174.html,huffpo,Abortion,9.5,9.6
3615,New Sanders ad lands indirect hit on Clinton,http://www.politico.com/story/2016/01/bernie-sanders-ad-hillary-clinton-217755,politico,Financial Regulation,11.1,12.4
3617,North Korea bomb claim a new challenge for Clinton campaign,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/8mO0xMgoSS8/story01.htm,reuters,Foreign Policy/National Security,10.7,9.6
3625,Obama hopes to pave way for Clinton with SOTU,http://www.cnn.com/2016/01/12/politics/barack-obama-hillary-clinton-2016-election/index.html,cnn,Foreign Policy/National Security,13.0,13.2
3631,Op-Ed Columnist: Hillary Clinton Stumbles,http://www.nytimes.com/2016/01/25/opinion/hillary-clinton-stumbles.html,nyt,Campaign Finance,11.1,11.2
3637,Planned Parenthood backing Clinton in primary race,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-10-US-DEM-2016-Clinton/id-685fc2141a234b9a9a457b367009cc4b,ap,Abortion,11.5,9.2
3638,Planned Parenthood Says It Will Endorse Hillary Clinton,http://www.huffingtonpost.com/2016/01/07/hillary-clinton-planned-parenthood_n_8934754.html,huffpo,Abortion,12.3,11.2
3639,Planned Parenthood to endorse Clinton,http://www.cnn.com/2016/01/07/politics/planned-parenthood-endorse-hillary-clinton/index.html,cnn,Abortion,11.9,10.8
3640,Planned Parenthood unveils six-figure Clinton ad buy in Iowa,http://www.politico.com/story/2016/01/hillary-clinton-planned-parenthood-iowa-2016-218425,politico,Abortion,9.5,12.0
3642,Political fallout for Clinton after North Korea's nuke test,http://www.cnn.com/2016/01/06/politics/north-korea-nuclear-test-clinton-trump/index.html,cnn,Foreign Policy/National Security,11.1,10.0
3647,PolitiFact rules Chelsea Clinton's attack on Sanders' health plan 'mostly false',http://www.politico.com/story/2016/01/politifact-chelsea-clinton-bernie-sanders-health-plan-217779,politico,Health Care,11.1,12.4
3652,Poll: Clinton leads Sanders in Massachusetts,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/poll-clinton-leads-sanders-in-massachusetts-219809,politico,Campaign Finance,6.4,10.0
3653,"Poll: Clinton, Sanders in a dead heat for Nevada",http://www.cnn.com/2016/02/17/politics/hillary-clinton-bernie-sanders-nevada-poll/index.html,cnn,Foreign Policy/National Security,10.7,10.8
3657,Poll: Clinton trounces Sanders in Florida,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/clinton-beats-sanders-florida-poll-219802,politico,Abortion,7.6,10.0
3665,Poll: Sanders deadlocked with Clinton in Nevada,http://www.politico.com/story/2016/02/poll-nevada-hillary-clinton-bernie-sanders-219361,politico,Foreign Policy/National Security,7.6,10.0
3682,Pro-Clinton Super PAC Announces Large Fundraising Haul,http://blogs.wsj.com/washwire/2016/01/29/pro-clinton-super-pac-announces-large-fundraising-haul/,wsj,Campaign Finance,8.4,8.4
3684,Pro-Clinton super PAC goes after Cruz,http://www.cnn.com/2016/01/14/politics/ted-cruz-clinton-super-pac-ad/index.html,cnn,Campaign Finance,9.5,9.6
3685,Pro-Clinton super PAC raised nearly $41 million in 2015,http://www.politico.com/story/2016/01/hillary-clinton-pro-super-pac-2015-218426,politico,Campaign Finance,9.1,11.6
3686,Pro-Clinton super PACs pull in $56.3 million in 2015,http://www.politico.com/story/2016/01/hillary-clinton-super-pac-backers-fundraising-2015-218438,politico,Campaign Finance,9.5,10.8
3696,Rahm Emanuel Raised Money for Hillary Clinton. Another Reason to Vote for Bernie Sanders,http://www.huffingtonpost.com/h-a-goodman/rahm-emanuel-raised-money-for-hillary-clinton_b_9066784.html,huffpo,Campaign Finance,11.1,10.0
3702,Report Finds Similar Volume of Pro-Sanders and Pro-Clinton TV Advertising,http://blogs.wsj.com/washwire/2016/02/18/report-finds-similar-volume-of-pro-sanders-and-pro-clinton-tv-advertising/,wsj,Campaign Finance,7.2,7.2
3706,Republican group likens Clinton to Trump in advertisement,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-13-US--DEM%202016-Clinton-Ad%20Attack/id-d3a3cdf93ca24f4fab8de8518dbe8400,ap,Campaign Finance,11.5,10.4
3709,"Republicans Blame Obama, Clinton For North Korea Nuclear Test",http://www.huffingtonpost.com/2016/01/06/republicans-obama-north-korea_n_8922148.html,huffpo,Foreign Policy/National Security,10.3,9.2
3714,"Rubio blasts GOP rivals, 'liar' Clinton in speech",http://www.cnn.com/2016/01/04/politics/rubio-national-security-speech/index.html,cnn,Foreign Policy/National Security,12.7,11.6
3718,"Rubio: Right To Rise Attacks Are ""Almost Free Advertising For Hillary Clinton""",http://www.buzzfeed.com/christophermassie/rubio-right-to-rise-attacks-are-almost-free-advertising-for,buzzfeed,Campaign Finance,15.0,14.0
3728,Sanders bests Clinton in new early state polls,http://www.politico.com/story/2016/01/bernie-sanders-poll-surge-217634,politico,Campaign Finance,10.7,12.0
3731,Sanders challenge drains Clinton machine,http://www.politico.com/story/2016/02/bernie-sanders-hillary-clinton-iowa-218508,politico,Campaign Finance,6.0,8.4
3740,"Sanders, Clinton Spar Over Single-Payer Health Care",http://blogs.wsj.com/washwire/2016/01/17/sanders-clinton-spar-over-single-payer-health-care/,wsj,Health Care,10.3,9.2
3741,Sanders-Clinton Spat Over Wall Street Spotlights Discord Over Gary Gensler,http://blogs.wsj.com/washwire/2016/01/07/sanders-clinton-spat-over-wall-street-spotlights-discord-over-gary-gensler/,wsj,Financial Regulation,8.0,6.8
3745,Sanders: 'Disappointed' by Chelsea Clinton attack,http://www.cnn.com/2016/01/17/politics/bernie-sanders-health-care-plan-sotu/index.html,cnn,Health Care,12.7,11.6
3746,Sanders draws line on Clinton attacks,http://www.politico.com/story/2016/01/bernie-sanders-hillary-clinton-218496,politico,Campaign Finance,7.9,9.2
3752,Sanders on Clinton's foreign policy: Experience isn't judgment,http://www.politico.com/blogs/democratic-debate-milwaukee-2016/2016/02/2016-democratic-debate-experience-vs-judgment-219181,politico,Foreign Policy/National Security,7.2,9.6
3755,"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/3hzdAozmnKg/sanders-pushes-clinton-to-defend-wall-street-contributions-speaking-fees.html,fox,Campaign Finance,10.7,10.8
3757,Sanders raises $6.3 million more than Clinton in January,http://feeds.foxnews.com/~r/foxnews/politics/~3/DxAMATZw0FY/sanders-raises-63-million-more-than-clinton-in-january.html,fox,Campaign Finance,9.2,6.8
3777,SHARING TOO MUCH? Video raises concern over Clinton using BlackBerry,http://www.foxnews.com/politics/2016/01/25/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,fox,Foreign Policy/National Security,13.4,11.2
3780,Small Gifts to Bernie Sanders Challenge Hillary Clinton Fund-Raising Model,http://www.nytimes.com/2016/02/14/us/politics/small-gifts-to-bernie-sanders-challenge-hillary-clinton-fund-raising-model.html,nyt,Campaign Finance,8.7,8.8
3782,Some in Iowa Surprised by Hillary Clinton’s Ease With Faith,http://www.nytimes.com/2016/01/30/us/politics/some-in-iowa-surprised-by-hillary-clintons-ease-with-faith.html,nyt,Abortion,8.7,8.8
3783,Sources say Feds probing Clinton payola claims,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/cGafgAtCxvQ/sources-say-feds-probing-clinton-payola-claims.html,fox,Abortion,10.7,9.6
3786,"Sparks fly at Clinton, Sanders debate over who is more progressive",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/02PMB9wM_IE/sparks-fly-at-clinton-sanders-debate-over-who-is-more-progressive.html,fox,Campaign Finance,9.9,10.0
3793,State Dept. watchdog tied to earlier Clinton probe,http://www.politico.com/story/2016/01/hillary-clinton-state-department-watchdog-218087,politico,Foreign Policy/National Security,9.9,10.0
3803,Ted Cruz: Donald Trump can't beat Hillary Clinton,http://www.cnn.com/2016/02/28/politics/ted-cruz-trump-will-lose-to-hillary-clinton/index.html,cnn,Foreign Policy/National Security,10.3,10.4
3807,The 8 must-read Hillary Clinton emails,http://www.politico.com/story/2016/01/hillary-clinton-must-read-emails-217498,politico,Foreign Policy/National Security,11.1,11.2
3809,The Ad Campaign: Bernie Sanders’s Vision Makes Hillary Clinton Camp See Red,http://www.nytimes.com/2016/01/17/us/politics/from-bernie-sanders-the-negative-ad-that-wasnt-or-was-it.html,nyt,Campaign Finance,7.2,7.2
3811,The Ad Campaign: Hillary Clinton Highlights an Enduring Topic,http://www.nytimes.com/2016/01/27/us/politics/hillary-clinton-highlights-an-enduring-topic.html,nyt,Health Care,8.0,8.0
3812,"The Ad Campaign: In New Ad, Hillary Clinton Sums Up Her Case for Iowa and New Hampshire Democrats",http://www.nytimes.com/2016/01/21/us/politics/in-new-ad-hillary-clinton-sums-up-her-case-for-iowa-and-new-hampshire-democrats.html,nyt,Foreign Policy/National Security,7.9,9.2
3813,The Clinton Campaign Has Resorted to Lies to Beat Sanders,http://www.huffingtonpost.com/dan-arel/chelsea-clinton-is-lying-_b_9001744.html,huffpo,Health Care,11.1,10.0
3825,The Latest: Clinton condemns GOP move to repeal Obamacare,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-01-04-AP-US--Campaign%202016-The%20Latest/id-5a0e7a32966a4287a2c1876cd582511e,ap,Abortion,9.9,10.0
3838,"The Latest: Clinton, Sanders differ on approach to Iran",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-11-US--Campaign%202016-The%20Latest/id-5fc6337a696c4267a98e97ebdfe05001,ap,Foreign Policy/National Security,8.4,8.4
3846,The Latest: Clinton supporters say no concerned about emails,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-30-US--Campaign%202016-The%20Latest/id-69d942474dd24fce990b745edf5fcd78,ap,Immigration,8.7,8.8
3850,The Latest: Clinton vows 'top-to-bottom review' of gov't,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-04-US--Campaign%202016-The%20Latest/id-46dd3f3818754fc98c362eea0c0e6ee9,ap,Foreign Policy/National Security,8.7,8.8
3860,The Latest: Sanders and Clinton tangle over Iran,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-04-US--Campaign%202016-The%20Latest/id-653ad23986194fcf805e1520129f3ad4,ap,Foreign Policy/National Security,8.7,8.8
3862,"The Latest: Sanders, Clinton set for Las Vegas town hall",http://hosted2.ap.org/apdefault/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-09-US--2016-Election-The%20Latest/id-d82cf2a0b73f45f5b23de2b20b23d18a,ap,Campaign Finance,8.7,8.8
3864,The Latest: Sanders says Clinton misrepresenting his record,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-30-US--Campaign%202016-The%20Latest/id-695a6d96522b4810b97ac3d595067dc1,ap,Immigration,9.1,9.2
3865,The Latest: Sanders says don't politicize Clinton emails,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-29-US--Campaign%202016-The%20Latest/id-64fcc50254ad4b6cba44e77fb50d4759,ap,Campaign Finance,9.5,9.6
3869,THE LIBERAL GLOVES COME OFF Clinton accuses Sanders of 'artful smear' over her Wall Street ties,http://www.foxnews.com/politics/2016/02/05/sparks-fly-at-clinton-sanders-debate-over-who-is-more-progressive.html,fox,Campaign Finance,9.9,10.0
3870,"THE LIBERAL GLOVES COME OFF  Clinton, Sanders in heated debate over who is more progressive",http://www.foxnews.com/politics/2016/02/04/sparks-fly-at-clinton-sanders-debate-over-who-is-more-progressive.html,fox,Campaign Finance,9.9,10.0
3872,The New Anti-Sanders Super PAC Is Funded By Anti-Clinton Donors,http://www.huffingtonpost.com/2016/01/31/esa-fund-anti-sanders-super-pac_n_9126966.html,huffpo,Campaign Finance,9.1,8.0
3873,"The New York Times endorses Clinton, Kasich",http://www.politico.com/story/2016/01/nyt-endorses-clinton-kasich-218444,politico,Campaign Finance,7.2,9.6
3881,"TIGHT RACE, TENSE NIGHT Clinton, Sanders clash over guns, healthcare at last debate before Iowa",http://www.foxnews.com/politics/2016/01/18/clinton-sharpens-tone-at-last-debate-before-iowa-sanders-claims-momentum.html,fox,Health Care,10.7,9.6
3882,"TIGHT RACE, TENSE NIGHT  Clinton sharpens attacks at debate; Sanders claims &lsquo;momentum&rsquo; in race",http://www.foxnews.com/politics/2016/01/17/clinton-sharpens-tone-at-last-debate-before-iowa-sanders-claims-momentum.html,fox,Health Care,9.5,9.6
3884,Time for Chelsea Clinton's Easy Ride to End,http://www.politico.com/magazine/story/2016/02/chelsea-clinton-press-213596,politico,Foreign Policy/National Security,9.5,9.6
3887,"TOO MUCH SHARING AT STATE? New video suggests Clinton, aides used BlackBerries for sensitive info",http://www.foxnews.com/politics/2016/01/26/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,fox,Foreign Policy/National Security,13.4,11.2
3889,Top Google search: 'Will Hillary Clinton get prosecuted?',http://www.politico.com/blogs/live-from-charleston-sc/2016/01/google-trend-217908,politico,Financial Regulation,6.8,9.2
3891,Trump and Clinton hold double-digit leads in CNN/ORC Poll,http://www.cnn.com/2016/02/16/politics/south-carolina-poll-cnn-orc/index.html,cnn,Foreign Policy/National Security,9.9,10.0
3893,Trump and Clinton Take Command of U.S. Presidential Race,http://www.huffingtonpost.com/james-marshall-crotty/the-true-state-of-the-us-_b_9286454.html,huffpo,Foreign Policy/National Security,11.9,10.8
3897,"Trump, Clinton have narrow leads in final Iowa poll",http://www.politico.com/story/2016/01/trump-clinton-have-narrow-leads-in-final-iowa-poll-218463,politico,Campaign Finance,7.2,9.6
3900,"Trump, Clinton poised for big wins on Super Tuesday",http://feeds.reuters.com/~r/Reuters/domesticNews/~3/HQ3vKfQ492U/story01.htm,reuters,Immigration,11.5,10.4
3921,"Trump wins decisively in South Carolina, Clinton clinches Nevada",http://feeds.reuters.com/~r/reuters/MostRead/~3/iUALuZ9DJ60/story01.htm,reuters,Immigration,9.9,10.0
3926,UPDATE 1-Clinton targets Valeant price hikes in campaign appearance,http://feeds.reuters.com/~r/news/usmarkets/~3/SNN2jOLhHnQ/story01.htm,reuters,Health Care,9.5,8.4
3932,Video suggests Clinton shared info that 'would never be on an unclassified system' normally,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/v6YhQb7Zjpg/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,fox,Foreign Policy/National Security,13.4,11.2
3937,"Wall street cash, Goldman speaking fees hang over Clinton",http://www.mcclatchydc.com/news/politics-government/election/article58605448.html,mcclatchy,Campaign Finance,8.0,8.0
3941,What Clinton said in her paid speeches,http://www.politico.com/story/2016/02/clinton-speeches-218969,politico,Financial Regulation,8.7,10.0
3972,"Your Friday Evening Briefing: Hillary Clinton, Kanye West, Syria",http://www.nytimes.com/2016/02/12/nytnow/your-friday-evening-briefing-hillary-clinton-kanye-west-syria.html,nyt,Foreign Policy/National Security,7.2,8.4
3973,"Your Weekend Briefing: Donald Trump, Hillary Clinton, iPhone",http://www.nytimes.com/2016/02/21/nytnow/your-weekend-briefing-donald-trump-hillary-clinton-iphone.html,nyt,Foreign Policy/National Security,9.9,8.8
