,title,url,org,top_topic,flesch,gunning_fog
648,Donald Trump versus Pope Francis,http://www.huffingtonpost.com/carla-gardina-pestana/donald-trump-versus-pope_b_9294580.html,huffpo,Abortion,10.7,9.6
651,Donald Trump Wasn't The Only Loser At The GOP Debate,http://www.huffingtonpost.com/john-a-tures/donald-trump-wasnt-the-on_b_9108088.html,huffpo,Foreign Policy/National Security,9.1,9.2
652,Donald Trump Was On Fire At Saturday’s Debate,http://www.huffingtonpost.com/2016/02/06/donald-trump-on-fire-republican-debate_n_9179644.html,huffpo,Foreign Policy/National Security,8.7,8.8
658,"DOUBLING DOWN: Trump threatens to file suit against Cruz, demands RNC intervene on two fronts",http://www.foxnews.com/politics/2016/02/15/trump-unleashes-on-cruz-threatens-eligibility-lawsuit-over-alleged-lies.html,fox,Abortion,9.5,9.6
669,Eight Republican candidates qualify for Thursday's debate; Trump uncertain,http://feeds.reuters.com/~r/news/usmarkets/~3/WfBqZCBCM4A/story01.htm,reuters,Foreign Policy/National Security,10.3,9.2
671,El Chapo's Lawyers Say He Can't Get A Fair U.S. Trial Because Of Donald Trump,http://www.huffingtonpost.com/2016/01/17/el-chapo-donald-trump_n_9003384.html,huffpo,Immigration,8.4,7.2
673,Emails: Trump comments on Mexico stirred heat in kitchen,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-02-26-US--GOP%202016-Trump-Restaurant%20Dispute/id-20be9322707944acac315be2d5d29c69,ap,Immigration,7.6,7.6
674,Eminent domain fight puts Trump at odds with fellow debaters,http://www.cnn.com/2016/02/06/politics/republican-debate-eminent-domain-2016-elections/index.html,cnn,Foreign Policy/National Security,10.3,10.4
675,Endorsement face-off: Team Donald Trump vs. Team Ted Cruz,http://www.cnn.com/2016/01/27/politics/donald-trump-ted-cruz-2016-election/index.html,cnn,Immigration,9.1,9.2
682,Essential Politics: Trump commands the stage even as he boycotts it,http://www.latimes.com/la-pol-essential-politics-20160127-story.html,latimes,Abortion,10.7,9.6
685,Establishment Republicans Scramble To Top Trump,http://www.npr.org/2016/01/16/463290751/establishment-republicans-scramble-to-top-trump,npr,Foreign Policy/National Security,15.8,14.8
686,Evaluations: Why I Can’t Learn to Love Donald Trump,http://douthat.blogs.nytimes.com/2016/02/12/why-i-wont-learn-to-love-donald-trump/,nyt,Foreign Policy/National Security,16.2,15.2
687,Evangelical leader blasts Falwell for hosting Trump,http://www.politico.com/story/2016/01/russell-moore-trump-217939,politico,Financial Regulation,7.6,10.0
689,Evangelical leaders seek to halt Trump's momentum,http://www.politico.com/story/2016/01/trump-evangelical-leaders-iowa-218244,politico,Abortion,11.8,13.2
690,Evangelical leader sub-tweets Donald Trump,http://www.cnn.com/2016/01/18/politics/moore-tweets-trump/index.html,cnn,Foreign Policy/National Security,14.2,10.8
697,"Even in boycott, Donald Trump succeeds in winning Republican debate",http://www.latimes.com/la-pol-prez-debate-analysis-20160129-story.html,latimes,Immigration,9.5,9.6
707,Fact-checking Donald Trump at his rally,http://www.mcclatchydc.com/news/politics-government/election/article57199813.html,mcclatchy,Immigration,8.8,7.6
708,Fact Checking Donald Trump on Iran and Chelsea Clinton on Health Care,http://www.cnn.com/2016/01/22/politics/fact-check-trump-iran-clinton-health-care-tapper-origwx-pk/index.html,cnn,Health Care,8.0,8.0
712,Farmer Appropriately Uses Manure To Spell Out 'No Trump',http://www.huffingtonpost.com/2016/03/01/no-trump-manure_n_9355902.html,huffpo,Immigration,9.1,9.2
716,"Fight night: Rubio, Cruz gang up on Trump in debate ploy",http://feeds.reuters.com/~r/reuters/MostRead/~3/fFw25DvhCnc/story01.htm,reuters,Immigration,10.3,10.4
718,"Fireworks erupt between Trump and Bush, Rubio and Cruz at GOP debate",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/Q0fCNp2Babg/fireworks-erupt-between-trump-and-bush-rubio-and-cruz-at-gop-debate.html,fox,Foreign Policy/National Security,8.7,8.8
720,First Draft: 2 Ex-Presidents of Mexico Say No Way Country Is Paying for Donald Trump’s Wall,http://www.nytimes.com/politics/first-draft/2016/02/25/2-ex-presidents-of-mexico-say-no-way-theyre-paying-for-donald-trumps-wall/,nyt,Immigration,4.8,6.0
721,First Draft: A Fox News Host Implores Donald Trump to Debate. It’s Still No.,http://www.nytimes.com/politics/first-draft/2016/01/27/a-fox-news-host-implores-donald-trump-to-debate-its-still-no/,nyt,Campaign Finance,6.4,7.6
723,"First Draft: At Rally in Rivals’ Home State, Donald Trump Boasts of Florida Jobs Record",http://www.nytimes.com/politics/first-draft/2016/02/13/at-rally-in-rivals-home-state-donald-trump-boasts-of-florida-jobs-record/,nyt,Immigration,5.6,6.8
724,"First Draft: At Republican Debate, Donald Trump Falls Into the Line of Fire",http://www.nytimes.com/politics/first-draft/2016/02/26/at-republican-debate-donald-trump-falls-into-the-line-of-fire/,nyt,Foreign Policy/National Security,6.0,7.2
731,"First Draft: By Phone, James Dobson Tells South Carolinians Ted Cruz Is Only Alternative to Donald Trump",http://www.nytimes.com/politics/first-draft/2016/02/15/by-phone-james-dobson-tells-south-carolinians-ted-cruz-is-only-alternative-to-donald-trump/,nyt,Abortion,8.0,8.0
733,First Draft: Charles Koch Knocks Positions of Donald Trump and Ted Cruz,http://www.nytimes.com/politics/first-draft/2016/01/08/charles-koch-knocks-positions-of-donald-trump-and-ted-cruz/,nyt,Campaign Finance,6.4,7.6
734,First Draft: Chris Christie Endorses Donald Trump,http://www.nytimes.com/politics/first-draft/2016/02/26/chris-christie-endorses-donald-trump/,nyt,Campaign Finance,6.4,7.6
737,First Draft: Conservative Group to Air Ads of Ex-Students Complaining About Trump University,http://www.nytimes.com/politics/first-draft/2016/02/26/conservative-group-to-air-ads-of-ex-students-complaining-about-trump-university/,nyt,Campaign Finance,8.7,8.8
741,"First Draft: Donald Trump, Addressing Evangelicals, Questions John Kerry’s Familiarity With the Bible",http://www.nytimes.com/politics/first-draft/2016/02/24/donald-trump-addressing-evangelicals-questions-john-kerrys-familiarity-with-the-bible/,nyt,Abortion,5.6,6.8
744,"First Draft: Donald Trump Announces Endorsements, but Doesn’t Name Them",http://www.nytimes.com/politics/first-draft/2016/02/11/donald-trump-announces-endorsements-but-doesnt-name-them/,nyt,Immigration,9.1,8.0
746,"First Draft: Donald Trump Backer Gets $1 Million Back, Then Donates It Again",http://www.nytimes.com/politics/first-draft/2016/02/03/donald-trump-backer-gets-1-million-back-then-donates-it-again/,nyt,Campaign Finance,5.2,6.4
750,First Draft: Donald Trump Calls Pope’s Criticism ‘Disgraceful’,http://www.nytimes.com/politics/first-draft/2016/02/18/donald-trump-calls-popes-criticism-disgraceful/,nyt,Immigration,8.7,8.8
754,"First Draft: Donald Trump Conducts Rare News Conference, and It Turns Testy",http://www.nytimes.com/politics/first-draft/2016/01/26/donald-trump-conducts-rare-news-conference-and-it-turns-testy/,nyt,Abortion,5.6,6.8
755,First Draft: Donald Trump Criticizes Pope Francis as ‘Very Political’ for Mexico Trip,http://www.nytimes.com/politics/first-draft/2016/02/11/donald-trump-criticizes-pope-francis-as-very-political-for-mexico-trip/,nyt,Immigration,6.4,7.6
759,First Draft: Donald Trump Disavows Actions by White Nationalist Promoting His Bid,http://www.nytimes.com/politics/first-draft/2016/01/14/donald-trump-disavows-actions-by-white-nationalist-promoting-his-bid/,nyt,Immigration,8.0,8.0
761,First Draft: Donald Trump Escalates Rhetoric Before South Carolina Primary,http://www.nytimes.com/politics/first-draft/2016/02/15/donald-trump-escalates-rhetoric-before-south-carolina-primary/,nyt,Abortion,7.2,8.4
762,First Draft: Donald Trump Finally Takes Out His Checkbook for TV Ad Buys,http://www.nytimes.com/politics/first-draft/2016/01/04/donald-trump-finally-takes-out-his-checkbook-for-tv-ad-buys/,nyt,Campaign Finance,9.1,9.2
769,First Draft: Donald Trump Holds Firm on Criticism of George W. Bush,http://www.nytimes.com/politics/first-draft/2016/02/14/donald-trump-holds-firm-on-criticism-of-george-w-bush/,nyt,Foreign Policy/National Security,5.6,6.8
779,First Draft: Donald Trump Receives Backing From Jerry Falwell Jr.,http://www.nytimes.com/politics/first-draft/2016/01/26/donald-trump-receives-backing-from-jerry-falwell-jr/,nyt,Foreign Policy/National Security,8.0,8.0
780,First Draft: Donald Trump Returns Ire Against His Latest Enemies: New York’s Attorney General and “Little Rubio”,http://www.nytimes.com/politics/first-draft/2016/02/27/donald-trump-returns-ire-against-his-latest-enemies-new-yorks-attorney-general-and-little-rubio/,nyt,Health Care,5.6,6.8
784,"First Draft: Donald Trump Says He Is Self-Financing Bid, Despite the Evidence",http://www.nytimes.com/politics/first-draft/2016/01/15/donald-trump-says-he-is-self-financing-bid-despite-the-evidence/,nyt,Campaign Finance,6.4,7.6
785,First Draft: Donald Trump Says He’ll Release Tax Returns ‘at Some Point’,http://www.nytimes.com/politics/first-draft/2016/02/22/donald-trump-says-hell-release-tax-returns-at-some-point/,nyt,Campaign Finance,5.6,6.8
791,First Draft: Donald Trump’s Campaign Releases Negative Ad on Ted Cruz,http://www.nytimes.com/politics/first-draft/2016/01/22/donald-trumps-campaign-releases-negative-ad-on-ted-cruz/,nyt,Immigration,6.8,8.0
792,First Draft: Donald Trump’s Campaign Says He’ll Skip Debate,http://www.nytimes.com/politics/first-draft/2016/01/26/donald-trump-will-skip-next-republican-debate-his-campaign-manager-says/,nyt,Foreign Policy/National Security,7.9,9.2
794,First Draft: Donald Trump’s Dispute With Pope Francis Reverberates on Campaign Trail,http://www.nytimes.com/politics/first-draft/2016/02/18/donald-trumps-dispute-with-pope-francis-reverberates-on-campaign-trail/,nyt,Abortion,7.2,7.2
795,First Draft: Donald Trump’s First TV Ad Focuses on Immigration,http://www.nytimes.com/politics/first-draft/2016/01/04/first-donald-trump-tv-ad-focuses-on-immigrant-threat/,nyt,Campaign Finance,6.4,7.6
803,First Draft: Donald Trump Takes a Positive View of America in New Ad,http://www.nytimes.com/politics/first-draft/2016/02/03/donald-trump-takes-a-positive-view-of-america-in-new-ad/,nyt,Immigration,6.8,8.0
804,"First Draft: Donald Trump Tells Crowd in Arkansas, ‘I Think I Came in First’ in Iowa",http://www.nytimes.com/politics/first-draft/2016/02/03/donald-trump-tells-crowd-in-arkansas-i-think-i-came-in-first-in-iowa/,nyt,Health Care,4.8,7.2
805,"First Draft: Donald Trump, the Man Who Wasn’t There",http://www.nytimes.com/politics/first-draft/2016/01/29/donald-trump-the-man-who-wasnt-there/,nyt,Immigration,6.4,7.6
809,First Draft: Donald Trump Turns His Fire on Nikki Haley,http://www.nytimes.com/politics/first-draft/2016/02/18/donald-trump-turns-his-fire-on-nikki-haley/,nyt,Immigration,5.2,6.4
811,First Draft: Fox News to Donald Trump: Megyn Kelly Stays as Debate Moderator,http://www.nytimes.com/politics/first-draft/2016/01/26/fox-news-to-donald-trump-megyn-kelly-stays-as-debate-moderator/,nyt,Foreign Policy/National Security,7.2,8.4
812,First Draft: Group Attacks Donald Trump’s Conservative Credentials in Ad,http://www.nytimes.com/politics/first-draft/2016/02/12/group-attacks-donald-trumps-conservative-credentials-in-ad/,nyt,Health Care,8.0,6.8
813,First Draft: Group Backing Ted Cruz Labels Donald Trump as a Liberal,http://www.nytimes.com/politics/first-draft/2016/01/25/group-backing-ted-cruz-labels-donald-trump-as-a-liberal/,nyt,Campaign Finance,4.4,6.8
814,First Draft: Hispanic Celebrities Denounce Donald Trump and G.O.P. Field,http://www.nytimes.com/politics/first-draft/2016/02/11/hispanic-celebrities-denounce-donald-trump-and-g-o-p-field/,nyt,Immigration,11.5,9.2
815,"First Draft: In Support of Ted Cruz, Glenn Beck Slams Donald Trump",http://www.nytimes.com/politics/first-draft/2016/01/23/in-support-of-ted-cruz-glenn-beck-slams-donald-trump/,nyt,Immigration,5.6,6.8
817,First Draft: Iowa Poll Finds Ted Cruz and Donald Trump in Tight Race,http://www.nytimes.com/politics/first-draft/2016/01/11/iowa-poll-finds-ted-cruz-and-donald-trump-in-tight-race/,nyt,Foreign Policy/National Security,8.4,8.4
820,First Draft: Jeb Bush Supporters Run Brutal Ad Against Donald Trump,http://www.nytimes.com/politics/first-draft/2016/02/12/jeb-bush-supporters-run-brutal-ad-against-donald-trump/,nyt,Campaign Finance,6.0,7.2
821,"First Draft: Jeff Sessions, a Virulent Opponent to 2013 Immigration Bill, Endorses Donald Trump",http://www.nytimes.com/politics/first-draft/2016/02/28/jeff-sessions-a-virulent-opponent-to-2013-immigration-bill-endorses-donald-trump/,nyt,Immigration,6.0,7.2
825,"First Draft: Kevin McCarthy, G.O.P. House Leader, Says He Could Work With Donald Trump",http://www.nytimes.com/politics/first-draft/2016/02/22/kevin-mccarthy-g-o-p-house-leader-says-he-could-work-with-donald-trump/,nyt,Health Care,10.3,10.4
828,First Draft: Marco Rubio on Day 3 of Trump Offensive: ‘He Should Sue Whoever Did That to His Face’,http://www.nytimes.com/politics/first-draft/2016/02/27/marco-rubio-on-day-3-of-trump-offensive-he-should-sue-whoever-did-that-to-his-face/,nyt,Campaign Finance,5.2,6.4
829,First Draft: Marco Rubio PAC Unleashes Its Ad Playbook Against Donald Trump,http://www.nytimes.com/politics/first-draft/2016/02/28/marco-rubio-pac-unleashes-its-ad-playbook-against-donald-trump/,nyt,Campaign Finance,7.2,7.2
831,First Draft: Melania Trump Backs Husband’s Views on Immigration and Muslims,http://www.nytimes.com/politics/first-draft/2016/02/24/melania-trump-backs-husbands-views-on-immigration-and-muslims/,nyt,Immigration,8.0,8.0
836,First Draft: My Firsthand Encounter With Donald Trump’s Free Media Machine,http://www.nytimes.com/politics/first-draft/2016/02/24/my-firsthand-encounter-with-donald-trumps-free-media-machine/,nyt,Campaign Finance,5.2,7.6
839,First Draft: New Donald Trump Ad Highlights Father of Teenager Killed by Illegal Immigrant,http://www.nytimes.com/politics/first-draft/2016/02/12/new-donald-trump-ad-highlights-father-of-teenager-killed-by-illegal-immigrant/,nyt,Immigration,8.7,8.8
841,First Draft: News Analysis: Why Trump Walked,http://www.nytimes.com/politics/first-draft/2016/01/27/news-analysis-why-trump-walked/,nyt,Campaign Finance,7.2,8.4
843,First Draft: Nikki Haley Turns on Donald Trump in Rebuttal Address,http://www.nytimes.com/politics/first-draft/2016/01/13/nikki-haley-turns-on-donald-trump-in-rebuttal-address/,nyt,Immigration,7.2,8.4
844,First Draft: No Love Lost Between Ted Cruz and Donald Trump Supporters,http://www.nytimes.com/politics/first-draft/2016/02/19/no-love-lost-between-ted-cruz-and-donald-trump-supporters/,nyt,Abortion,6.0,7.2
845,First Draft: No Mention of ‘Birther’ Debate as Donald Trump Woos Blacks in South Carolina,http://www.nytimes.com/politics/first-draft/2016/02/15/no-mention-of-birther-debate-as-donald-trump-woos-blacks-in-south-carolina/,nyt,Immigration,8.0,8.0
847,First Draft: Other Candidates May Join Donald Trump Away From Debate,http://www.nytimes.com/politics/first-draft/2016/01/27/other-candidates-may-join-donald-trump-away-from-debate/,nyt,Campaign Finance,8.8,7.6
849,First Draft: Poll Watch: Trump Tries to Court Hispanic Voters,http://www.nytimes.com/politics/first-draft/2016/02/27/poll-watch-trump-tries-to-court-hispanic-voters/,nyt,Immigration,8.8,7.6
853,"First Draft: Rudy Giuliani, Although Friends With Donald Trump, Is Not Ready to Endorse Yet",http://www.nytimes.com/politics/first-draft/2016/02/22/rudy-giuliani-although-friends-with-donald-trump-is-not-ready-to-endorse-yet/,nyt,Immigration,4.0,6.4
854,"First Draft: Sarah Huckabee, Mike’s Daughter, Joins Donald Trump Campaign",http://www.nytimes.com/politics/first-draft/2016/02/25/sarah-huckabee-mikes-daughter-joins-donald-trump-campaign/,nyt,Abortion,7.2,7.2
855,"First Draft: Sarah Palin’s Daughter Slams Ted Cruz, Fans Trump Endorsement Speculation",http://www.nytimes.com/politics/first-draft/2016/01/19/sarah-palins-daughter-slams-ted-cruz-fans-trump-endorsement-speculation/,nyt,Abortion,6.8,8.0
857,First Draft: Sheriff Joe Arpaio to Endorse Donald Trump in Iowa,http://www.nytimes.com/politics/first-draft/2016/01/26/sheriff-joe-arpaio-to-endorse-donald-trump-in-iowa/,nyt,Immigration,6.8,6.8
859,First Draft: Ted Cruz Attacks Donald Trump Over Planned Parenthood in New Ad,http://www.nytimes.com/politics/first-draft/2016/02/14/ted-cruz-attacks-donald-trump-over-planned-parenthood-in-new-ad/,nyt,Abortion,5.2,6.4
862,First Draft: Ted Cruz Fights Back With Barbs About Donald Trump’s Loans,http://www.nytimes.com/politics/first-draft/2016/02/03/ted-cruz-fights-back-with-barbs-about-donald-trumps-loans/,nyt,Immigration,4.0,6.4
865,First Draft: Ted Cruz Mines Donald Trump’s Twitter Feed for Policy Shifts,http://www.nytimes.com/politics/first-draft/2016/01/21/ted-cruz-mines-donald-trumps-twitter-feed-for-policy-shifts/,nyt,Immigration,6.4,7.6
866,First Draft: Ted Cruz on Feud With Donald Trump: He Started It,http://www.nytimes.com/politics/first-draft/2016/01/25/ted-cruz-on-feud-with-donald-trump-he-started-it/,nyt,Abortion,4.4,5.6
867,First Draft: Ted Cruz Rebuffs Donald Trump Ad Lawsuit Threat,http://www.nytimes.com/politics/first-draft/2016/02/17/ted-cruz-rebuffs-donald-trump-ad-lawsuit-threat/,nyt,Abortion,5.6,6.8
868,First Draft: Ted Cruz Says Donald Trump Has Been Deceiving Voters on Immigration,http://www.nytimes.com/politics/first-draft/2016/02/29/ted-cruz-say-donald-trump-has-been-deceiving-voters-on-immigration/,nyt,Immigration,6.0,7.2
870,"First Draft: Ted Cruz’s Negative Ads Go After Marco Rubio, Rather Than Donald Trump",http://www.nytimes.com/politics/first-draft/2016/01/29/ted-cruzs-negative-ads-go-after-marco-rubio-rather-than-donald-trump/,nyt,Immigration,5.6,6.8
871,First Draft: Ted Cruz Suggests Donald Trump Is Taking Cues From Democrats,http://www.nytimes.com/politics/first-draft/2016/01/12/ted-cruz-suggests-donald-trump-is-taking-cues-from-democrats/,nyt,Foreign Policy/National Security,5.2,6.4
873,"First Draft: Unmuzzling Himself, Ted Cruz Tells Voters to ‘Doubt the Credibility’ of Donald Trump",http://www.nytimes.com/politics/first-draft/2016/01/18/unmuzzling-himself-ted-cruz-tells-voters-to-doubt-the-credibility-of-donald-trump/,nyt,Immigration,5.2,6.4
879,"First Draft: ‘You Got to Get Out of Bed and Vote,’ Donald Trump Tells New Hampshire Crowd",http://www.nytimes.com/politics/first-draft/2016/02/05/you-got-to-get-out-of-bed-and-vote-donald-trump-tells-new-hampshire-crowd/,nyt,Immigration,7.6,8.8
880,First on CNN: Cruz ad paints Trump as unprincipled,http://www.cnn.com/2016/02/15/politics/ted-cruz-donald-trump-change-south-carolina-ad/index.html,cnn,Abortion,11.9,12.0
887,"For El Paso-Juárez, Trump's vision of Mexico based on misconception",http://www.huffingtonpost.com/kevin-a-lees/for-el-pasojuarez-trumps-_b_9243124.html,huffpo,Immigration,12.7,11.6
888,Former Arizona Gov. Jan Brewer Endorses Donald Trump,http://www.huffingtonpost.com/2016/02/27/jan-brewer-donald-trump_n_9335630.html,huffpo,Immigration,6.8,6.8
891,Former Christie campaign finance chair slams Christie endorsement of Donald Trump,http://feeds.reuters.com/~r/news/usmarkets/~3/C21ormupsKk/story01.htm,reuters,Campaign Finance,10.7,8.4
893,Former CIA director: Armed forces would ignore Trump,http://www.politico.com/blogs/2016-gop-primary-live-updates-and-results/2016/02/cia-director-armed-forces-ignore-trump-219918,politico,Abortion,5.6,8.0
896,Former Mexican president slams Trump's 'stupid wall',http://www.cnn.com/2016/02/08/politics/felipe-calderon-mexico-donald-trump/index.html,cnn,Immigration,9.1,9.2
898,Former Mexican President Vicente Fox on Donald Trump: 'I'm not going to pay for that f------ wall',http://www.latimes.com/la-fg-fox-trump-wall-20160225-story.html,latimes,Foreign Policy/National Security,8.4,8.4
900,Former MLB pitcher John Rocker supports Donald Trump for president,http://www.latimes.com/la-sp-sn-john-rocker-donald-trump-20160126-story.html,latimes,Immigration,10.7,10.8
904,Former U.S. VP candidate Palin endorses Trump with a 'hallelujah',http://feeds.reuters.com/~r/reuters/topNews/~3/l-8XWY3uCVI/story01.htm,reuters,Abortion,11.9,10.8
921,FOX NEWS POLL: Cruz holds 4 point edge over Trump in GOP Iowa race,http://www.foxnews.com/politics/2016/01/08/fox-news-poll-cruz-trump-remain-top-gop-picks-in-iowa.html,fox,Foreign Policy/National Security,6.4,8.8
922,"Fox News Poll: Cruz, Trump remain top GOP picks in Iowa",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/wZSxyt5Rq-o/fox-news-poll-cruz-trump-remain-top-gop-picks-in-iowa.html,fox,Foreign Policy/National Security,6.4,8.8
927,FOX NEWS POLL  Trump dominates national race for GOP nomination,http://www.foxnews.com/politics/2016/02/18/fox-news-poll-trump-still-leads-national-race-for-gop-nomination.html,fox,Foreign Policy/National Security,7.2,8.4
932,Fox News Poll:  Trump still leads national race for GOP nomination,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/3Ce0ObUbDFI/fox-news-poll-trump-still-leads-national-race-for-gop-nomination.html,fox,Foreign Policy/National Security,7.2,8.4
933,Fox News Republican Debate: Trump's absence leaves three winners and two losers,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/LyIvJKecmM8/fox-news-republican-debate-trumps-absence-leaves-three-winners-and-two-losers.html,fox,Foreign Policy/National Security,6.4,6.4
936,Fox News trolls Trump with bizarre statement,http://www.politico.com/story/2016/01/donald-trump-megyn-kelly-fox-news-debate-218250,politico,Abortion,9.1,11.6
937,Fox News: We won't give into 'terrorizations' from Trump campaign,http://www.politico.com/blogs/on-media/2016/01/fox-news-donald-trump-megyn-kelly-218271,politico,Campaign Finance,10.3,11.6
946,"FRONTRUNNER NEXT?  Cruz, Rubio release tax returns, pressure on Trump",http://www.foxnews.com/politics/2016/02/28/cruz-rubio-release-tax-filings-to-pressure-trump-and-other-candidates.html,fox,Abortion,11.9,12.0
958,German Far-Right Leader Criticizes Trump’s Immigrant Proposals,http://blogs.wsj.com/washwire/2016/02/23/german-far-right-leader-criticizes-trumps-immigrant-proposals/,wsj,Immigration,9.1,8.0
964,"GLOVES COME OFF Cruz slams Trump over amnesty, conservative cred",http://www.foxnews.com/politics/2016/01/19/cruz-hits-trump-on-immigration-eminent-domain-in-new-hampshire.html,fox,Immigration,12.3,12.4
979,"GOP Debate: Rubio, Cruz pile on Trump at fiery GOP debate",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/jG9rXDh1yHQ/gop-rivals-square-off-over-trump-deportation-plan-at-debate.html,fox,Immigration,8.7,8.8
980,GOP Debate Takeaways: The Trump and Cruz dynamic dominates,http://feeds.foxnews.com/~r/foxnews/national/~3/3HowpeE-zJI/gop-debate-takeaways-trump-and-cruz-dynamic-dominates.html,fox,Foreign Policy/National Security,9.1,9.2
993,GOP prepares for Trump-less debate,http://www.cnn.com/2016/01/28/politics/republican-debate-2016-highlights/index.html,cnn,Foreign Policy/National Security,10.3,10.4
999,GOP senator: 'Weird' that Trump brags about affairs,http://www.cnn.com/2016/01/27/politics/ben-sasse-donald-trump-affairs-salesman-iowa/index.html,cnn,Health Care,10.7,10.8
1007,"Gov. Haley, Speaker Ryan offer new GOP answer to Trump",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-01-13-US--GOP%202016/id-3e60a520635b4a288c9a6e1c120c57c6,ap,Immigration,10.7,10.8
1008,Grace Notes: How Donald Trump Tried to Protect His Name From Others Who Shared It,http://www.nytimes.com/2016/02/01/nyregion/how-donald-trump-tried-to-protect-his-name-from-others-who-shared-it.html,nyt,Campaign Finance,6.4,7.6
1010,"Graham: Choice between Trump, Cruz like 'being shot or poisoned'",http://www.politico.com/story/2016/01/lindsey-graham-trump-cruz-choice-218069,politico,Campaign Finance,9.5,12.0
1011,Graham on choosing between Trump and Cruz: 'It's like being shot or poisoned',http://www.cnn.com/2016/01/21/politics/lindsey-graham-donald-trump-ted-cruz-poison-or-shot/index.html,cnn,Foreign Policy/National Security,7.6,7.6
1015,Gretchen's Take: Trump puts his political savvy on display,http://feeds.foxnews.com/~r/foxnews/opinion/~3/EBo6S_5Dn3s/gretchens-take-trump-puts-his-political-savvy-on-display.html,fox,Foreign Policy/National Security,9.9,10.0
1016,Gretchen's Take: Will dialogue with Pope help or hurt Trump?,http://feeds.foxnews.com/~r/foxnews/opinion/~3/9-16Y4iWhZA/gretchens-take-will-dialogue-with-pope-help-or-hurt-trump.html,fox,Immigration,10.7,9.6
1024,"Heading Into Iowa, GOP Candidates Clash But Fail To Derail The Trump Express",http://www.npr.org/2016/01/15/463142143/heading-into-iowa-gop-candidates-clash-but-fail-to-derail-the-trump-express,npr,Immigration,9.5,9.6
1026,Here Are The Best Things The National Review Said About Trump... And His Lame Response,http://www.huffingtonpost.com/2016/01/22/national-review-trump-best-quotes_n_9047974.html,huffpo,Immigration,11.1,10.0
1030,Here's Where Donald Trump Could Take The GOP In 2016,http://www.huffingtonpost.com/2015/12/30/so-that-happened-2016-in-review_n_8902268.html,huffpo,Foreign Policy/National Security,9.5,9.6
1034,"HIGH STAKES AT GOP DEBATE Rubio clashes with Trump over illegal immigrant hiring, &lsquo;fake school&rsquo;",http://www.foxnews.com/politics/2016/02/25/gop-debate-rubio-clashes-with-trump-over-illegal-immigrant-hiring-fake-school.html,fox,Immigration,8.7,8.8
1036,"HIGH STAKES: Rubio, Cruz pile on  Trump at fiery Republican debate",http://www.foxnews.com/politics/2016/02/25/gop-debate-rubio-cruz-pile-on-trump-at-fiery-gop-debate.html,fox,Immigration,8.7,8.8
1037,"HIGH STAKES  Rubio, Cruz tag-team Trump at fiery GOP debate",http://www.foxnews.com/politics/2016/02/26/rubio-cruz-tag-team-trump-at-fiery-gop-debate.html,fox,Immigration,8.7,8.8
1038,"HIGH STAKES: Rubio, Cruz tag-team Trump at fiery Republican debate",http://www.foxnews.com/politics/2016/02/25/rubio-cruz-tag-team-trump-at-fiery-gop-debate.html,fox,Immigration,8.4,8.4
1043,Hispanic Voters Are Soured on Donald Trump — Poll,http://blogs.wsj.com/washwire/2016/02/25/hispanic-voters-are-soured-on-donald-trump-poll/,wsj,Immigration,7.2,7.2
1044,"HITTING BACK AT HALEY Trump, GOP pundits lead backlash against SC gov's SOTU response",http://www.foxnews.com/politics/2016/01/14/trump-conservative-pundits-hit-back-at-haley-for-state-union-response.html,fox,Immigration,9.9,10.0
1047,HITTING BACK: Rubio tries to slash 'con man' Trump's lead in new attacks,http://www.foxnews.com/politics/2016/02/26/in-fresh-attacks-rubio-tries-to-hold-onto-post-debate-bounce.html,fox,Immigration,9.9,11.2
1049,Holy war: Ted Cruz battles Donald Trump for Christian conservatives,http://www.mcclatchydc.com/news/politics-government/election/article60879877.html,mcclatchy,Abortion,9.1,9.2
1054,How Can Christians Vote for Trump?,http://www.huffingtonpost.com/teresa-puente/how-can-christians-vote-for-trump_b_9350388.html,huffpo,Immigration,8.4,8.4
1055,How Clinton is plotting to go after Trump,http://www.politico.com/story/2016/02/hillary-clinton-donald-trump-iowa-218510,politico,Campaign Finance,8.3,9.6
1058,How Donald Trump blasted George W. Bush in S.C. -- and won,http://www.cnn.com/2016/02/20/politics/donald-trump-south-carolina-military/index.html,cnn,Foreign Policy/National Security,8.7,8.8
1060,How Donald Trump Could Help People Lose Weight And Get Healthier,http://www.huffingtonpost.com/2016/02/25/donald-trump-flight-app_n_9320690.html,huffpo,Campaign Finance,9.5,9.6
1065,How Far Might The GOP Go To Thwart Donald Trump At Its Convention?,http://www.huffingtonpost.com/2016/03/01/delegate-calvinball-a-go-go_n_9359320.html,huffpo,Campaign Finance,10.3,10.4
