,title,url,org,top_topic,flesch,gunning_fog
4493,Maddow Accuses Clinton Of 'Casting Aspersions' On Bernie Sanders' Character,http://www.huffingtonpost.com/2016/01/15/rachel-maddow-accuses-hillary-clinton-of-casting-aspersions-on-bernie-sanders-character_n_8994664.html,huffpo,Health Care,10.7,10.8
4504,Message of Bernie Sanders’s New Ad: The Housing Crisis Isn’t Over,http://blogs.wsj.com/washwire/2016/02/19/message-of-bernie-sanderss-new-ad-the-housing-crisis-isnt-over/,wsj,Immigration,9.1,9.2
4511,National poll: Sanders zooms into virtual tie with Clinton,http://www.politico.com/story/2016/02/national-poll-republicans-democrats-218807,politico,Foreign Policy/National Security,8.7,11.2
4519,"New Hampshire Women Chose Bernie Sanders in a Landslide, Not Hillary Clinton",http://www.huffingtonpost.com/h-a-goodman/new-hampshire-women-chose-bernie-sanders_b_9200174.html,huffpo,Abortion,9.5,9.6
4523,New Sanders ad lands indirect hit on Clinton,http://www.politico.com/story/2016/01/bernie-sanders-ad-hillary-clinton-217755,politico,Financial Regulation,11.1,12.4
4536,Obama to meet with Sanders,http://www.politico.com/story/2016/01/barack-obama-bernie-sanders-218265,politico,Abortion,10.7,13.2
4539,"On January 20, 2017 Bernie Sanders Will Be Sworn In as America's 45th President",http://www.huffingtonpost.com/h-a-goodman/bernie-sanders-will-be-sworn-in-as-americas-45th-president_b_8909356.html,huffpo,Foreign Policy/National Security,13.0,12.0
4543,"Op-Ed Columnist: Hillary and Bernie, Punching",http://www.nytimes.com/2016/01/16/opinion/hillary-and-bernie-punching.html,nyt,Health Care,7.2,7.2
4546,Op-Ed Contributor: Bernie’s Revolution vs. Hillary’s Getting Things Done,http://www.nytimes.com/2016/02/01/opinion/campaign-stops/bernies-revolution-vs-hillarys-getting-things-done.html,nyt,Health Care,8.4,8.4
4552,Planned Parenthood pushes back against Sanders for 'establishment' comment,http://www.politico.com/story/2016/01/planned-parenthood-bernie-sanders-218026,politico,Abortion,7.9,9.2
4556,PolitiFact rules Chelsea Clinton's attack on Sanders' health plan 'mostly false',http://www.politico.com/story/2016/01/politifact-chelsea-clinton-bernie-sanders-health-plan-217779,politico,Health Care,11.1,12.4
4561,Poll: Clinton leads Sanders in Massachusetts,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/poll-clinton-leads-sanders-in-massachusetts-219809,politico,Campaign Finance,6.4,10.0
4562,"Poll: Clinton, Sanders in a dead heat for Nevada",http://www.cnn.com/2016/02/17/politics/hillary-clinton-bernie-sanders-nevada-poll/index.html,cnn,Foreign Policy/National Security,10.7,10.8
4566,Poll: Clinton trounces Sanders in Florida,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/clinton-beats-sanders-florida-poll-219802,politico,Abortion,7.6,10.0
4573,Poll: Sanders deadlocked with Clinton in Nevada,http://www.politico.com/story/2016/02/poll-nevada-hillary-clinton-bernie-sanders-219361,politico,Foreign Policy/National Security,7.6,10.0
4577,Poll: Trump and Sanders maintain big leads in N.H.,http://www.politico.com/story/2016/01/new-hampshire-polls-trump-sanders-218493,politico,Campaign Finance,7.6,10.0
4581,Pro-Sanders super PAC brought in $2.3 million,http://www.politico.com/story/2016/01/bernie-sanders-super-pac-218478,politico,Campaign Finance,9.1,10.4
4582,"Public Health: For Now, Bernie Sanders’s Health Plan Is More of a Tax Plan",http://www.nytimes.com/2016/01/20/upshot/for-now-bernie-sanderss-health-plan-is-more-of-a-tax-plan.html,nyt,Health Care,9.9,8.8
4584,Questions Farm Workers Have for Bernie Sanders,http://www.huffingtonpost.com/arturo-s-rodriguez/questions-farm-workers-ha_b_9259846.html,huffpo,Immigration,10.3,9.2
4588,Rahm Emanuel Raised Money for Hillary Clinton. Another Reason to Vote for Bernie Sanders,http://www.huffingtonpost.com/h-a-goodman/rahm-emanuel-raised-money-for-hillary-clinton_b_9066784.html,huffpo,Campaign Finance,11.1,10.0
4591,Report Finds Similar Volume of Pro-Sanders and Pro-Clinton TV Advertising,http://blogs.wsj.com/washwire/2016/02/18/report-finds-similar-volume-of-pro-sanders-and-pro-clinton-tv-advertising/,wsj,Campaign Finance,7.2,7.2
4596,"Revenge of the populists: Sanders, Trump ride wave",http://www.mcclatchydc.com/news/politics-government/election/article60354431.html,mcclatchy,Financial Regulation,9.5,8.4
4605,Sanders Against the System: A Teaching Moment,http://www.huffingtonpost.com/bob-samuels/sanders-against-the-syste_b_9190536.html,huffpo,Campaign Finance,11.1,11.2
4612,Sanders and Trump: Strange Bedfellows Singing From the Same Hymnal,http://www.huffingtonpost.com/david-paul/sanders-and-trump-strange_b_9220608.html,huffpo,Campaign Finance,13.4,12.4
4613,Sanders a prolific Dem fundraiser,http://www.cnn.com/2016/02/05/politics/sanders-democratic-fundraisers/index.html,cnn,Campaign Finance,11.5,11.6
4616,Sanders bests Clinton in new early state polls,http://www.politico.com/story/2016/01/bernie-sanders-poll-surge-217634,politico,Campaign Finance,10.7,12.0
4618,Sanders bows to the establishment,http://www.politico.com/story/2016/01/bernie-sanders-abortion-218123,politico,Abortion,10.7,12.0
4623,Sanders campaign aims for $40 million month,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/bernie-sanders-campaign-2016-219951,politico,Campaign Finance,8.7,10.0
4627,Sanders' Campaign Is American as Apple Pie,http://www.huffingtonpost.com/manisha-sinha/socialism-is-as-american-_b_9105664.html,huffpo,Immigration,13.8,10.4
4629,Sanders campaign revises ad ripped as 'deceptive',http://www.politico.com/story/2016/02/bernie-sanders-valley-news-endorsement-ad-218730,politico,Financial Regulation,11.1,13.6
4631,Sanders campaign touts another endorsement that didn't happen,http://www.cnn.com/2016/02/11/politics/bernie-sanders-hillary-clinton-dreamer-support/index.html,cnn,Immigration,11.5,10.4
4633,Sanders challenge drains Clinton machine,http://www.politico.com/story/2016/02/bernie-sanders-hillary-clinton-iowa-218508,politico,Campaign Finance,6.0,8.4
4636,Sanders cites foreign policy advisers,http://www.politico.com/story/2016/02/bernie-sanders-foreign-policy-advisers-218903,politico,Foreign Policy/National Security,7.2,9.6
4643,"Sanders, Clinton Spar Over Single-Payer Health Care",http://blogs.wsj.com/washwire/2016/01/17/sanders-clinton-spar-over-single-payer-health-care/,wsj,Health Care,10.3,9.2
4644,Sanders-Clinton Spat Over Wall Street Spotlights Discord Over Gary Gensler,http://blogs.wsj.com/washwire/2016/01/07/sanders-clinton-spat-over-wall-street-spotlights-discord-over-gary-gensler/,wsj,Financial Regulation,8.0,6.8
4653,Sanders: 'Disappointed' by Chelsea Clinton attack,http://www.cnn.com/2016/01/17/politics/bernie-sanders-health-care-plan-sotu/index.html,cnn,Health Care,12.7,11.6
4655,Sanders draws line on Clinton attacks,http://www.politico.com/story/2016/01/bernie-sanders-hillary-clinton-218496,politico,Campaign Finance,7.9,9.2
4657,Sanders Facing Attack by unPAC USA,http://www.huffingtonpost.com/jeff-norman/sanders-facing-attack-by-_b_9247558.html,huffpo,Campaign Finance,13.8,11.6
4663,"Sanders goes negative with Goldman Sachs, Iraq jabs",http://www.cnn.com/2016/01/20/politics/sanders-negative-goldman-sachs-iraq/index.html,cnn,Foreign Policy/National Security,11.1,11.2
4665,Sanders health plan would be more generous than Medicare,http://hosted2.ap.org/APDEFAULT/bbd825583c8542898e6fa7d440b9febc/Article_2016-01-21-US--DEM%202016-Sanders-Health%20Care/id-ac30b91709a446c8accae03574f4fde4,ap,Health Care,12.3,10.0
4675,Sanders: It's all about turnout,http://www.politico.com/story/2016/01/bernie-sanders-iowa-caucuses-clinton-218474,politico,Immigration,7.9,10.4
4686,Sanders military adviser briefed him once,http://www.politico.com/story/2016/01/bernie-sanders-korb-military-adviser-218482,politico,Foreign Policy/National Security,8.7,10.0
4690,Sanders narrows map in hunt for votes,http://www.politico.com/story/2016/01/sanders-turns-east-in-hunt-for-votes-218445,politico,Campaign Finance,8.3,10.8
4694,"Sanders, O'Malley criticize immigration raids at Iowa forum",http://hosted2.ap.org/apdefault/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-09-US--DEM%202016/id-36d0b67119f64688ad1213e54f5495ef,ap,Immigration,11.1,8.8
4696,Sanders on Clinton's foreign policy: Experience isn't judgment,http://www.politico.com/blogs/democratic-debate-milwaukee-2016/2016/02/2016-democratic-debate-experience-vs-judgment-219181,politico,Foreign Policy/National Security,7.2,9.6
4700,"Sanders on South Carolina results: 'Sometimes you win, sometimes you lose'",http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/sanders-south-carolina-speech-219916,politico,Abortion,5.6,8.0
4703,Sanders Plans Volley of Ads in Iowa in Final Push Toward Caucuses,http://blogs.wsj.com/washwire/2016/01/27/sanders-plans-volley-of-ads-in-iowa-in-final-push-toward-caucuses/,wsj,Campaign Finance,6.4,7.6
4707,"Sanders pushes Clinton to defend Wall Street contributions, speaking fees",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/3hzdAozmnKg/sanders-pushes-clinton-to-defend-wall-street-contributions-speaking-fees.html,fox,Campaign Finance,10.7,10.8
4710,Sanders raised $20 million in January,http://www.cnn.com/2016/01/31/politics/sanders-clinton-trump-cruz-campaign-finance-super-pacs/index.html,cnn,Campaign Finance,7.9,9.2
4711,Sanders raises $6.3 million more than Clinton in January,http://feeds.foxnews.com/~r/foxnews/politics/~3/DxAMATZw0FY/sanders-raises-63-million-more-than-clinton-in-january.html,fox,Campaign Finance,9.2,6.8
4715,Sanders releases details of his 'Medicare for all' health care plan,http://www.politico.com/story/2016/01/bernie-sanders-health-plan-217906,politico,Health Care,9.1,10.4
4740,Sanders surpasses 2015 fundraising goal with sizable haul,http://www.cnn.com/2016/01/02/politics/bernie-sanders-fundraising-hillary-clinton/index.html,cnn,Campaign Finance,9.9,10.0
4744,Sanders targets Colorado as March must-win,http://www.politico.com/story/2016/02/bernie-sanders-colorado-must-win-219242,politico,Abortion,9.1,10.4
4748,Sanders to lay out plan to break up big banks in first year,http://feeds.reuters.com/~r/Reuters/PoliticsNews/~3/9qZ8mCGTS1Y/story01.htm,reuters,Financial Regulation,11.5,10.4
4749,Sanders to release letter from his doctor before Iowa caucuses,http://www.cnn.com/2016/01/16/politics/bernie-sanders-health-records-doctor/index.html,cnn,Campaign Finance,10.7,10.8
4757,Sanders vowing to break up banks during first year in office,http://feeds.foxnews.com/~r/foxnews/politics/~3/DS8rEi94Kxs/sanders-vowing-to-break-up-banks-during-first-year-in-office.html,fox,Financial Regulation,11.1,10.0
4768,Sen. Kaine: Sanders is 'an incredibly risky bet' for commander in chief,http://www.politico.com/story/2016/02/tim-kaine-bernie-sanders-219202,politico,Foreign Policy/National Security,11.1,12.4
4771,Small Gifts to Bernie Sanders Challenge Hillary Clinton Fund-Raising Model,http://www.nytimes.com/2016/02/14/us/politics/small-gifts-to-bernie-sanders-challenge-hillary-clinton-fund-raising-model.html,nyt,Campaign Finance,8.7,8.8
4774,"Sparks fly at Clinton, Sanders debate over who is more progressive",http://feeds.foxnews.com/~r/foxnews/most-popular/~3/02PMB9wM_IE/sparks-fly-at-clinton-sanders-debate-over-who-is-more-progressive.html,fox,Campaign Finance,9.9,10.0
4787,Tell the Truth about Bernie's Health Care Stand,http://www.huffingtonpost.com/bill-moyers/tell-the-truth-about-bern_b_8994980.html,huffpo,Health Care,13.4,12.4
4796,The Ad Campaign: Bernie Sanders’s Vision Makes Hillary Clinton Camp See Red,http://www.nytimes.com/2016/01/17/us/politics/from-bernie-sanders-the-negative-ad-that-wasnt-or-was-it.html,nyt,Campaign Finance,7.2,7.2
4797,"The Bob & Chez Show Podcast: Jeb Bush is an Endangered Species, Plus Bernie's Gamble with the Youth Vote",http://www.huffingtonpost.com/bob-cesca/the-bob-chez-show-podcast_34_b_9163948.html,huffpo,Foreign Policy/National Security,9.1,9.2
4798,The Clinton Campaign Has Resorted to Lies to Beat Sanders,http://www.huffingtonpost.com/dan-arel/chelsea-clinton-is-lying-_b_9001744.html,huffpo,Health Care,11.1,10.0
4802,The Latest: Add more delegates to Sanders' column after NH,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-09-US--2016-Election-The%20Latest/id-5f4c0e88a64a4d51bc8271e88e053318,ap,Campaign Finance,8.0,8.0
4803,The Latest: A look at the coalition that won it for Sanders,http://hosted2.ap.org/apdefault/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-09-US-2016-Election-The-Latest/id-395a709bbdd440518c4899c441fee1df,ap,Campaign Finance,8.0,8.0
4809,"The Latest: Clinton, Sanders differ on approach to Iran",http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-11-US--Campaign%202016-The%20Latest/id-5fc6337a696c4267a98e97ebdfe05001,ap,Foreign Policy/National Security,8.4,8.4
4814,The Latest: John Kasich mocks Bernie Sanders' candidacy,http://hosted2.ap.org/APDEFAULT/cae69a7523db45408eeb2b3a98c0c9c5/Article_2016-01-14-US--GOP%202016-Debate-The%20Latest/id-e2049c515bf2484fa49fedbd3e30241d,ap,Foreign Policy/National Security,7.2,7.2
4817,The Latest: Sanders and Clinton tangle over Iran,http://hosted2.ap.org/APDEFAULT/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-04-US--Campaign%202016-The%20Latest/id-653ad23986194fcf805e1520129f3ad4,ap,Foreign Policy/National Security,8.7,8.8
4823,"The Latest: Sanders, Clinton set for Las Vegas town hall",http://hosted2.ap.org/apdefault/3d281c11a96b4ad082fe88aa0db04305/Article_2016-02-09-US--2016-Election-The%20Latest/id-d82cf2a0b73f45f5b23de2b20b23d18a,ap,Campaign Finance,8.7,8.8
4833,The Latest: Sanders says Clinton misrepresenting his record,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-30-US--Campaign%202016-The%20Latest/id-695a6d96522b4810b97ac3d595067dc1,ap,Immigration,9.1,9.2
4834,The Latest: Sanders says don't politicize Clinton emails,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-29-US--Campaign%202016-The%20Latest/id-64fcc50254ad4b6cba44e77fb50d4759,ap,Campaign Finance,9.5,9.6
4836,The Latest: Sanders says Trump campaign based on division,http://hosted2.ap.org/APDEFAULT/386c25518f464186bf7a2ac026580ce7/Article_2016-01-04-US--Campaign%202016-The%20Latest/id-bbc6978b87eb480cbba366a5692163f0,ap,Abortion,11.1,10.0
4842,The Latest: Sanders to push plan to hold banks accountable,http://hosted2.ap.org/APDEFAULT/386c25518f464186bf7a2ac026580ce7/Article_2016-01-04-US--Campaign%202016-The%20Latest/id-e87c1014ee104cc0bbdba3c096f085d8,ap,Abortion,9.9,10.0
4847,THE LIBERAL GLOVES COME OFF Clinton accuses Sanders of 'artful smear' over her Wall Street ties,http://www.foxnews.com/politics/2016/02/05/sparks-fly-at-clinton-sanders-debate-over-who-is-more-progressive.html,fox,Campaign Finance,9.9,10.0
4848,"THE LIBERAL GLOVES COME OFF  Clinton, Sanders in heated debate over who is more progressive",http://www.foxnews.com/politics/2016/02/04/sparks-fly-at-clinton-sanders-debate-over-who-is-more-progressive.html,fox,Campaign Finance,9.9,10.0
4851,The Nation endorses Bernie Sanders,http://www.politico.com/blogs/on-media/2016/01/bernie-sanders-nation-endorsement-217745,politico,Financial Regulation,9.5,10.8
4852,"The Need for More Like Bernie Sanders: Alternative to Government Of, By and For the Corporations",http://www.huffingtonpost.com/michele-swenson/the-need-for-more-like-be_b_9351700.html,huffpo,Health Care,13.8,10.4
4853,The New Anti-Sanders Super PAC Is Funded By Anti-Clinton Donors,http://www.huffingtonpost.com/2016/01/31/esa-fund-anti-sanders-super-pac_n_9126966.html,huffpo,Campaign Finance,9.1,8.0
4854,The Populist Revolution: Bernie and Beyond,http://www.huffingtonpost.com/ellen-brown/the-populist-revolution-b_b_9080300.html,huffpo,Financial Regulation,12.7,11.6
4864,"TIGHT RACE, TENSE NIGHT Clinton, Sanders clash over guns, healthcare at last debate before Iowa",http://www.foxnews.com/politics/2016/01/18/clinton-sharpens-tone-at-last-debate-before-iowa-sanders-claims-momentum.html,fox,Health Care,10.7,9.6
4865,"TIGHT RACE, TENSE NIGHT  Clinton sharpens attacks at debate; Sanders claims &lsquo;momentum&rsquo; in race",http://www.foxnews.com/politics/2016/01/17/clinton-sharpens-tone-at-last-debate-before-iowa-sanders-claims-momentum.html,fox,Health Care,9.5,9.6
4870,Top Ten Reasons to Support Bernie Sanders,http://www.huffingtonpost.com/steve-bhaerman/top-ten-reasons-to-suppor_b_9057050.html,huffpo,Financial Regulation,8.7,8.8
4878,Trump and Sanders using anger against big money to build their movements,http://www.cnn.com/2016/01/20/politics/donald-trump-bernie-sanders-money-super-pac/index.html,cnn,Campaign Finance,13.0,12.0
4894,"Trump, Sanders Win New Hampshire",http://feeds.foxnews.com/~r/foxnews/national/~3/bI-zpnE61kg/trump-sanders-win-new-hampshire.html,fox,Foreign Policy/National Security,9.1,8.0
4901,Tulsi Gabbard backs Sanders,http://www.politico.com/story/2016/02/tulsi-gabbard-backs-sanders-219928,politico,Foreign Policy/National Security,6.8,9.2
4905,UPDATE 1-Sanders releases universal healthcare plan before Democratic debate,http://feeds.reuters.com/~r/reuters/financialsNews/~3/fLZwN-uWOa4/story01.htm,reuters,Health Care,12.3,11.2
4911,U.S. candidate Sanders to lay out plan to break up big banks in 1st year,http://feeds.reuters.com/~r/news/usmarkets/~3/ljYzoe71rQs/story01.htm,reuters,Financial Regulation,11.5,10.4
4920,Warren Buffett: Bernie's right about one thing,http://www.politico.com/blogs/2016-dem-primary-live-updates-and-results/2016/02/bernie-sanders-warren-buffett-219956,politico,Campaign Finance,9.1,10.4
4922,Warren praises Sanders' Wall St. speech,http://www.politico.com/story/2016/01/elizabeth-warren-bernie-sanders-wall-street-217401,politico,Financial Regulation,11.5,12.8
4923,Watch Bernie Sanders' Powerful Condemnation Of Birther Donald Trump,http://www.huffingtonpost.com/2016/02/18/bernie-sanders-donald-trump-birthers_n_9269962.html,huffpo,Immigration,8.8,7.6
4926,What Bernie Sanders Isn't Telling You About Single-Payer Healthcare,http://www.huffingtonpost.com/vishal-khetpal/what-bernie-sanders-isnt-_b_9081538.html,huffpo,Health Care,14.6,12.4
4935,White House won't commit to supporting Sanders over guns,http://www.politico.com/story/2016/01/white-house-spokesman-casts-doubt-on-obama-supporting-sanders-over-guns-217514,politico,Abortion,11.5,12.8
4957,Why Some Atheists Say Bernie Sanders Gets Them When He Talks About Religion,http://www.huffingtonpost.com/2016/01/27/bernie-sanders-atheists_n_9099184.html,huffpo,Foreign Policy/National Security,12.3,11.2
4960,Why Trump and Sanders are praising healthcare in other countries,http://www.latimes.com/la-fg-0229-campaign-healthcare-foreign-20160229-story.html,latimes,Health Care,9.9,8.8
4963,"With Iowa vote approaching, Bernie Sanders is gaining steam",http://www.latimes.com/la-na-bernie-sanders-iowa-20160120-story.html,latimes,Campaign Finance,9.5,9.6
4967,"Your Tuesday Evening Briefing: Donald Trump, Bernie Sanders, Bill Cosby",http://www.nytimes.com/2016/02/02/nytnow/your-tuesday-evening-briefing-donald-trump-bernie-sanders-bill-cosby.html,nyt,Campaign Finance,6.0,7.2
